text1,text2,label
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),Avalon está mandando las impresiones a la impresora equivocada,1
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),No se ha asignado bien la impresora en mi ordenador,1
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),Hay un problema con las impresoras del servidor no funcionan desde los TPV,1
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),Creo que tengo mal configurada la impresora y no me imprime lo que debería,1
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),No me deja imprimir porque no encuentra la impresora configurada,1
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),El sistema no reconoce la impresora que debería estar conectada,1
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),Tengo problemas con la configuración de impresión desde Avalon o el servidor,1
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),No puedo acceder al correo corporativo en Gmail,0
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),Avalon no abre desde el TPV,0
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),El lector de pasaportes conectado a la tablet no funciona,0
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),Tengo problemas con la VPN al trabajar desde casa,0
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),No tengo conexión Wi-Fi tras moverme de sede,0
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),Me aparece un error de certificado al abrir una página web,0
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),No puedo cambiar la contraseña de mi equipo Windows,0
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),No accedo a GsBase ni a Conex,0
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),La integración de Gemini con Google Calendar no funciona,0
Configuración Incorrecta de Impresoras (Avalon Servidor o PC),Pantalla azul al iniciar el ordenador,0
Lector de pasaportes/documentos o tablet conectada no funciona,El lector de documentos no está respondiendo,1
Lector de pasaportes/documentos o tablet conectada no funciona,La tablet que usamos para escanear no funciona,1
Lector de pasaportes/documentos o tablet conectada no funciona,No puedo leer pasaportes el dispositivo no hace nada,1
Lector de pasaportes/documentos o tablet conectada no funciona,El escáner de documentos no está operativo,1
Lector de pasaportes/documentos o tablet conectada no funciona,No detecta el lector cuando conecto la tablet,1
Lector de pasaportes/documentos o tablet conectada no funciona,El sistema no reconoce el lector de pasaportes,1
Lector de pasaportes/documentos o tablet conectada no funciona,La tablet está encendida pero no funciona con el lector,1
Lector de pasaportes/documentos o tablet conectada no funciona,No puedo escanear el lector no reacciona,1
Lector de pasaportes/documentos o tablet conectada no funciona,La aplicación no se comunica con el lector de documentos,1
Lector de pasaportes/documentos o tablet conectada no funciona,Tengo problemas con el lector o la tablet no puedo registrar a los clientes,1
Lector de pasaportes/documentos o tablet conectada no funciona,No puedo imprimir desde la impresora de red del departamento,0
Lector de pasaportes/documentos o tablet conectada no funciona,Me aparece una pantalla azul al encender el equipo,0
Lector de pasaportes/documentos o tablet conectada no funciona,No carga la aplicación Avalon desde el TPV,0
Lector de pasaportes/documentos o tablet conectada no funciona,La VPN no se conecta al trabajar desde casa,0
Lector de pasaportes/documentos o tablet conectada no funciona,No puedo acceder al correo de Google Workspace,0
Lector de pasaportes/documentos o tablet conectada no funciona,Tengo errores al intentar abrir una web segura,0
Lector de pasaportes/documentos o tablet conectada no funciona,No puedo cambiar la contraseña de mi cuenta de Windows,0
Lector de pasaportes/documentos o tablet conectada no funciona,No tengo acceso a GsBase ni Conex desde esta red,0
Lector de pasaportes/documentos o tablet conectada no funciona,No hay conexión Wi-Fi en esta sede nueva,0
Lector de pasaportes/documentos o tablet conectada no funciona,La integración de Gemini con Google Calendar no está funcionando,0
Fallo de hardware PC no arranca o pantalla azul (BSOD),Mi ordenador no enciende se queda en negro,1
Fallo de hardware PC no arranca o pantalla azul (BSOD),El PC muestra una pantalla azul y se reinicia solo,1
Fallo de hardware PC no arranca o pantalla azul (BSOD),No puedo arrancar el equipo algo falla al encender,1
Fallo de hardware PC no arranca o pantalla azul (BSOD),Aparece un error en azul cuando intento iniciar sesión,1
Fallo de hardware PC no arranca o pantalla azul (BSOD),Tengo un fallo de hardware no pasa del logo al iniciar,1
Fallo de hardware PC no arranca o pantalla azul (BSOD),El computador se apaga o reinicia antes de cargar Windows,1
Fallo de hardware PC no arranca o pantalla azul (BSOD),La pantalla se queda congelada en azul con un mensaje de error,1
Fallo de hardware PC no arranca o pantalla azul (BSOD),No arranca el sistema operativo parece un problema grave,1
Fallo de hardware PC no arranca o pantalla azul (BSOD),Desde esta mañana el PC no responde al encenderlo,1
Fallo de hardware PC no arranca o pantalla azul (BSOD),Me sale un pantallazo azul con un código y no puedo usar el ordenador,1
Fallo de hardware PC no arranca o pantalla azul (BSOD),No puedo imprimir desde la impresora compartida,0
Fallo de hardware PC no arranca o pantalla azul (BSOD),No me carga la aplicación Avalon en el TPV,0
Fallo de hardware PC no arranca o pantalla azul (BSOD),La VPN no se conecta desde fuera de la oficina,0
Fallo de hardware PC no arranca o pantalla azul (BSOD),No tengo acceso al correo corporativo en Gmail,0
Fallo de hardware PC no arranca o pantalla azul (BSOD),El lector de pasaportes conectado no funciona,0
Fallo de hardware PC no arranca o pantalla azul (BSOD),No puedo acceder a GsBase ni a Conex desde mi PC,0
Fallo de hardware PC no arranca o pantalla azul (BSOD),Tampoco puedo cambiar la contraseña del sistema,0
Fallo de hardware PC no arranca o pantalla azul (BSOD),Me aparece un error de certificado al abrir una página web,0
Fallo de hardware PC no arranca o pantalla azul (BSOD),No tengo conexión Wi-Fi después de cambiar de sede,0
Fallo de hardware PC no arranca o pantalla azul (BSOD),La integración de Gemini con Google Drive está fallando,0
Caída general de sistemas o pérdida de conexión por problemas eléctricos,Se fue la luz y todo el sistema dejó de funcionar,1
Caída general de sistemas o pérdida de conexión por problemas eléctricos,Hubo un corte eléctrico y perdimos la conexión a todo,1
Caída general de sistemas o pérdida de conexión por problemas eléctricos,Ningún equipo responde creo que ha habido una caída general,1
Caída general de sistemas o pérdida de conexión por problemas eléctricos,Los sistemas están fuera de línea desde el apagón,1
Caída general de sistemas o pérdida de conexión por problemas eléctricos,Después de un problema eléctrico nada vuelve a conectar,1
Caída general de sistemas o pérdida de conexión por problemas eléctricos,Todo se desconectó por una bajada de tensión,1
Caída general de sistemas o pérdida de conexión por problemas eléctricos,No tenemos acceso a nada desde que se fue la corriente,1
Caída general de sistemas o pérdida de conexión por problemas eléctricos,El corte de energía afectó todos los servicios del sistema,1
Caída general de sistemas o pérdida de conexión por problemas eléctricos,Los servidores no responden tras el fallo eléctrico,1
Caída general de sistemas o pérdida de conexión por problemas eléctricos,Se cayó toda la red por una interrupción de luz,1
Caída general de sistemas o pérdida de conexión por problemas eléctricos,No puedo imprimir desde la impresora conectada en red,0
Caída general de sistemas o pérdida de conexión por problemas eléctricos,La aplicación Avalon no abre en el TPV,0
Caída general de sistemas o pérdida de conexión por problemas eléctricos,No funciona el lector de documentos en la tablet,0
Caída general de sistemas o pérdida de conexión por problemas eléctricos,No tengo acceso a GsBase ni Conex,0
Caída general de sistemas o pérdida de conexión por problemas eléctricos,No puedo conectarme a la VPN desde casa,0
Caída general de sistemas o pérdida de conexión por problemas eléctricos,Me aparece un error de certificado digital en el navegador,0
Caída general de sistemas o pérdida de conexión por problemas eléctricos,No tengo Wi-Fi después de cambiar de sede,0
Caída general de sistemas o pérdida de conexión por problemas eléctricos,Mi equipo muestra una pantalla azul al iniciar,0
Caída general de sistemas o pérdida de conexión por problemas eléctricos,No puedo cambiar la contraseña de mi cuenta de Windows,0
Caída general de sistemas o pérdida de conexión por problemas eléctricos,La integración de Gemini con Google Calendar falla,0
Problemas de conexión o fallos en GsBase o Conex,No me conecta GsBase ni Conex desde esta mañana,1
Problemas de conexión o fallos en GsBase o Conex,GsBase no carga y Conex tampoco responde,1
Problemas de conexión o fallos en GsBase o Conex,No puedo acceder a GsBase ¿está caído?,1
Problemas de conexión o fallos en GsBase o Conex,La aplicación Conex se queda colgada al iniciar,1
Problemas de conexión o fallos en GsBase o Conex,Me da error al intentar entrar en GsBase,1
Problemas de conexión o fallos en GsBase o Conex,Ambas herramientas están dando fallo de red,1
Problemas de conexión o fallos en GsBase o Conex,Conex no abre y GsBase se queda en blanco,1
Problemas de conexión o fallos en GsBase o Conex,No se puede conectar con el servidor desde GsBase,1
Problemas de conexión o fallos en GsBase o Conex,Tengo problemas para usar GsBase no responde,1
Problemas de conexión o fallos en GsBase o Conex,Error de conexión al abrir Conex o GsBase,1
Problemas de conexión o fallos en GsBase o Conex,No me conecta GsBase ni Conex desde esta mañana,1
Problemas de conexión o fallos en GsBase o Conex,GsBase no carga y Conex tampoco responde,1
Problemas de conexión o fallos en GsBase o Conex,No puedo acceder a GsBase ¿está caído?,1
Problemas de conexión o fallos en GsBase o Conex,La aplicación Conex se queda colgada al iniciar,1
Problemas de conexión o fallos en GsBase o Conex,Me da error al intentar entrar en GsBase,1
Problemas de conexión o fallos en GsBase o Conex,Ambas herramientas están dando fallo de red,1
Problemas de conexión o fallos en GsBase o Conex,Conex no abre y GsBase se queda en blanco,1
Problemas de conexión o fallos en GsBase o Conex,No se puede conectar con el servidor desde GsBase,1
Problemas de conexión o fallos en GsBase o Conex,Tengo problemas para usar GsBase no responde,1
Problemas de conexión o fallos en GsBase o Conex,No puedo imprimir en la impresora de red,0
Problemas de conexión o fallos en GsBase o Conex,Me aparece un error de certificado al abrir una web segura,0
Problemas de conexión o fallos en GsBase o Conex,No se abre Avalon desde el TPV,0
Problemas de conexión o fallos en GsBase o Conex,No tengo conexión Wi-Fi después de cambiar de sede,0
Problemas de conexión o fallos en GsBase o Conex,No puedo acceder al correo corporativo en Gmail,0
Problemas de conexión o fallos en GsBase o Conex,Se ha bloqueado mi cuenta en Windows,0
Problemas de conexión o fallos en GsBase o Conex,El lector de documentos no responde al escanear,0
Problemas de conexión o fallos en GsBase o Conex,Mi portátil muestra pantalla azul al arrancar,0
Problemas de conexión o fallos en GsBase o Conex,No me permite cambiar la contraseña del sistema,0
Problemas de conexión o fallos en GsBase o Conex,La integración de Gemini con Google Drive no funciona bien,0
Compras de material informático,Necesito pedir equipo informático nuevo,1
Compras de material informático,¿Cómo solicito un ordenador o periféricos?,1
Compras de material informático,Quiero hacer una solicitud de material tecnológico,1
Compras de material informático,Hay que reponer material informático en la oficina,1
Compras de material informático,¿Se puede tramitar la compra de un portátil?,1
Compras de material informático,Estoy buscando renovar parte del equipo informático,1
Compras de material informático,¿A quién pido teclados ratones o pantallas?,1
Compras de material informático,Necesitamos comprar componentes para los ordenadores,1
Compras de material informático,Me hace falta nuevo material de informática,1
Compras de material informático,Quiero iniciar un pedido de equipamiento IT,1
Compras de material informático,No puedo imprimir en la impresora de red,0
Compras de material informático,Me aparece una pantalla azul al iniciar el ordenador,0
Compras de material informático,No carga la aplicación Avalon en el TPV,0
Compras de material informático,No tengo acceso al correo corporativo,0
Compras de material informático,El lector de documentos no responde,0
Compras de material informático,No se conecta la VPN desde fuera de la oficina,0
Compras de material informático,Tengo problemas para acceder a GsBase y Conex,0
Compras de material informático,No puedo cambiar la contraseña de mi cuenta de Windows,0
Compras de material informático,Error de certificado digital al abrir una web segura,0
Compras de material informático,No hay conexión Wi-Fi en esta sede,0
Proceso para Nuevas Incorporaciones (Empleados y Becarios),¿Cuál es el procedimiento para dar de alta a un nuevo empleado?,1
Proceso para Nuevas Incorporaciones (Empleados y Becarios),Necesito incorporar a un becario ¿qué pasos hay que seguir?,1
Proceso para Nuevas Incorporaciones (Empleados y Becarios),¿Cómo se gestiona la entrada de una nueva persona al equipo?,1
Proceso para Nuevas Incorporaciones (Empleados y Becarios),Quiero saber cómo tramitar el alta de un nuevo trabajador,1
Proceso para Nuevas Incorporaciones (Empleados y Becarios),¿Qué hay que hacer para integrar a un nuevo becario?,1
Proceso para Nuevas Incorporaciones (Empleados y Becarios),Necesito información para iniciar el onboarding de un nuevo empleado,1
Proceso para Nuevas Incorporaciones (Empleados y Becarios),¿A quién debo avisar para incorporar a un nuevo miembro al departamento?,1
Proceso para Nuevas Incorporaciones (Empleados y Becarios),¿Qué documentación necesito para que un becario empiece?,1
Proceso para Nuevas Incorporaciones (Empleados y Becarios),Estoy gestionando la incorporación de un nuevo compañero,1
Proceso para Nuevas Incorporaciones (Empleados y Becarios),¿Puedes ayudarme con los pasos para dar de alta a alguien en el sistema?,1
Proceso para Nuevas Incorporaciones (Empleados y Becarios),No puedo imprimir desde la impresora compartida,0
Proceso para Nuevas Incorporaciones (Empleados y Becarios),El lector de documentos no responde al escanear,0
Proceso para Nuevas Incorporaciones (Empleados y Becarios),No tengo conexión Wi-Fi tras cambiar de sede,0
Proceso para Nuevas Incorporaciones (Empleados y Becarios),No puedo acceder al correo corporativo en Gmail,0
Proceso para Nuevas Incorporaciones (Empleados y Becarios),Avalon no carga en el TPV,0
Proceso para Nuevas Incorporaciones (Empleados y Becarios),Se bloqueó mi cuenta de Windows,0
Proceso para Nuevas Incorporaciones (Empleados y Becarios),Me aparece un error de certificado digital en una página web,0
Proceso para Nuevas Incorporaciones (Empleados y Becarios),No funciona la integración de Gemini con Google Drive,0
Proceso para Nuevas Incorporaciones (Empleados y Becarios),GsBase no se conecta desde mi ordenador,0
Proceso para Nuevas Incorporaciones (Empleados y Becarios),Tengo pantalla azul al encender el equipo,0
Solicitud de nueva impresora,Necesito pedir una impresora nueva para mi puesto,1
Solicitud de nueva impresora,¿Cómo solicito una impresora para la oficina?,1
Solicitud de nueva impresora,Quiero tramitar la compra de una impresora,1
Solicitud de nueva impresora,Me hace falta una impresora en mi departamento,1
Solicitud de nueva impresora,¿Pueden proporcionarme una impresora nueva?,1
Solicitud de nueva impresora,Hace falta una impresora adicional en esta área,1
Solicitud de nueva impresora,¿Con quién gestiono la solicitud de una impresora?,1
Solicitud de nueva impresora,No tenemos impresora asignada y necesitamos una,1
Solicitud de nueva impresora,Quisiera iniciar el pedido de una nueva impresora,1
Solicitud de nueva impresora,Estoy solicitando una impresora para el equipo,1
Solicitud de nueva impresora,No puedo acceder al correo de la empresa,0
Solicitud de nueva impresora,No carga la aplicación Avalon en el TPV,0
Solicitud de nueva impresora,El lector de documentos no funciona correctamente,0
Solicitud de nueva impresora,No tengo conexión a la red Wi-Fi en esta sede,0
Solicitud de nueva impresora,Me aparece una pantalla azul al iniciar el PC,0
Solicitud de nueva impresora,No se conecta la VPN desde fuera de la oficina,0
Solicitud de nueva impresora,Tengo problemas con GsBase y Conex,0
Solicitud de nueva impresora,No puedo cambiar la contraseña del equipo Windows,0
Solicitud de nueva impresora,Error al abrir páginas web seguras por certificados,0
Solicitud de nueva impresora,La integración de Gemini con Google Calendar no funciona,0
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),Necesito contratar una nueva conexión a Internet para una sede,1
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),¿Cómo solicito servicio de fibra o 4G para una oficina?,1
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),Queremos activar una nueva línea de Internet en una ubicación,1
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),Estoy tramitando la instalación de Internet para un nuevo espacio,1
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),Hace falta conexión a Internet en una nueva oficina,1
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),¿Pueden instalar Internet (fibra o 4G) en otra sede?,1
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),Necesitamos habilitar Internet en una nueva localización,1
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),Solicito servicio de Internet para una zona que aún no tiene conexión,1
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),¿Con quién gestiono la contratación de una línea de datos nueva?,1
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),Queremos poner Internet (fibra o 4G) en una nueva instalación,1
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),No puedo imprimir desde la impresora compartida,0
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),No carga Avalon en el TPV,0
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),No puedo acceder al correo de Google Workspace,0
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),El lector de pasaportes no responde correctamente,0
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),Tengo problemas para conectar con GsBase,0
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),Me aparece un error de certificado digital en una web,0
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),No puedo cambiar la contraseña de mi cuenta de Windows,0
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),La VPN no conecta desde casa,0
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),El sistema muestra pantalla azul al iniciar,0
Solicitud de Nuevo Servicio de Conexión a Internet (Fibra/4G),La integración de Gemini con Google Calendar está fallando,0
